title,body,rating
" Well played.
","For me, Barbie came very, very close to an 8/10 rating. The only reason it didn't quite get there was that it contains a few scenes that are too long and a bit too weak.<br><br>On the plus side, there are several more things to mention. First and foremost, Barbie has attracted a very strong cast, with well respected names also in several supporting roles, and they all perform well. Margot Robbie was almost an obvious casting choice. With her skills and her appearance, she really IS Barbie (with a brain) for almost two hours.<br><br>Director Greta Gerwig and her crew created perfect Barbieland sets, which made me smile in spite of the fact that I never owned a Barbie doll myself.<br><br>The film had me laughing many times, and it also brought me to tears a few times. Quite impressive for a movie about a doll, I thought.<br><br>And, last but not least, the message of the movie. Already when I heard that Greta Gerwig was going to make a Barbie movie, I knew we were in for a culture clash. The fact that she went all-in was not surprising to me, but that she managed to convince Mattel to go along with her was. Kudos not only to Greta Gerwig for that, but also to Mattel. This may turn out to prove enormously profitable for them in the end, and they undoubtedly hope to make Barbie relevant for a few more generations. Nevertheless, this took guts on their part. Well played.",7
" Dull and disappointing story
","First of all: Margot Robbie is great in the role of Barbie and I also loved the quirky colorful style of the movie from start to finish. Both the pink dominated Barbieland and also the transition over to the real world are well done in my opinion.<br><br>Unfortunately there isn't much more to the movie than that. The story and its conclusion can be summarized in one sentence: Neither a male nor a female dominated world is good and we need to find a solution that works for both men and women. That's it, that's all.<br><br>The story revolves around the word ""patriarchy"" with a few jokes sprinkled inbetween, none of which really worked for me. What's left is the empty feeling of lost potential.<br><br>The main plot element of the first few minutes, the fact that Barbie suddenly isn't perfect anymore and has to deal with thoughts about death and anxiety while everyone around her keeps up the facade of perfection (that sounds interesting, right?), is almost completely ignored in favor of what I pointed out above; the same goes for the missed opportunity of seriously addressing the consumption culture that led to the creation of this ""perfect"" Barbieland in the first case. Yes, there's the running gag with Will Ferrell as a CEO and a bunch of other men in suits following him around but the few jokes that result out of this create nothing more than a cynical smile at best. It will not get you to actually think about or question anything in the real world which should be the goal of any good story. If you're lucky you might leave the theatre slightly amused but not with any new interesting thoughts or follow up questions on your mind.<br><br>Then in its feminist territory where the movie does attempt to be critical, we mostly get these revelations about patriarchy and the oppression of women handed to us in embarrassing monologues. How can anyone enjoy this? 4/10 for the style and the acting.",4
" Super fun!! The discourse around the movie is stupid
","I went and watched Barbie with my younger brother, and we both had lots of fun throughout the entire movie, even durkng the more emotional parts. The outfits, music, sets, characters, and everything are super colorful and interesting.<br><br>It does cover some topics such as the patriarchy, but in silly and goofy way, such as Ken thinking the patriarchy had to do with horses. I didn't find the movie all that political, since they did cover those topics in a way that people would still be having fun while the movie was talking about them. The acting was amazing, so was the choreography during the songs (which were also really fun), while also having a nice message at the end.<br><br>It's fun for everyone (my 10-year-old brother who has no interest in dolls says he'd give it a 9.5/10), and I definetly reccomend you go watch it!!",9
" Good but not that good.
","The colors, shots, houses, clothes were really amazingly done. Margot and Rayan were amazing, beautiful and acted well. I will say that. I find that the movie wasn't THAT good. The story wasn't as entertaining as it could. This was supposed to be like a childrens show with adult humor and topics but I didnt find most of the jokes funny, i felt like they were just screaming stuff in your face instead of being more subtle. I wish some aspects of the characters and side stories were explored more. The ending was okay but i wished for something diffrent and again more about the side characters. Ken is a cool character i gotta say. He deserves the world and to really find something more about him. So i wouldn't say it was a bad movie, its okay to watch more casually, more so to appreciate the dolls and the nostalgia. I was lowkey dissapointment with all the hype i gotta say.<br><br>Ps. I find it weird that this is considered such a ""woke"" movie but did not mention that boys can play with dolls ONCE. Like cmon I had a Barbie too!",6
" Big hype and the result is a mirror of today's society
","Margot Robbie had a vision, and she was the driving force to get the Barbie movie produced by none other than world-class director Greta Gerwig.<br><br>The beginning of the movie brings us back to the first trailers for the movie, when little girls discovered a new doll, the first Barbie. She was different than any other doll because she was not a baby-doll, no, she was a woman-doll; a doll which could inspire the imagination and aspiration of children.<br><br>Margot Robbie plays the main character ""stereotypical Babie"" and brings her to life in every detail and introduces us to Barbieworld with all her friends. The perfect repeated ""best day every day"" gets disrupted by unknown circumstances and ""stereotypical Barbie"" accompanied by ""her"" Ken, portrayed by Ryan Gosling go on an adventure of their lifetime to the ""real world"". The discoveries and experiences that these two make have major impacts in both worlds.<br><br>This movie is worthwhile watching for the costumes and displays as much as for the social criticism of our time. The words of Gloria's (America Ferrera) speech hit the nail on its head regarding the daily struggles of women in our modern world. This movie is a depiction of reality and a dream world. It shows the possibilities as much as the shortcomings of our times with humor and fun, a little bit of sarcasm, paired with the innocence of someone new to our reality!<br><br>Highly recommended for everyone who is not too shy to face real world struggle in a pink coated Barbie world.",9
" Fresh, Fun but deeply Flawed.
","Positives<br><br>The movie has an incredible cast. Margot Robbie fits the role of stereotypical Barbie to perfection. She not only looks like a Barbie but is able to be convincing as a doll brought to life as well as showing a great range of emotions in the latter half of the film. Ryan Gosling as Ken is another standout, he might be the funniest character in the film.<br><br>The Production crew did a fantastic job re-creating Barbie land. The set design and artwork are impeccable. While watching the movie it really feels like we are in a life-sized version of the Barbie world that children play with. The cinematography makes the movie look gorgeous. The score also fits with the movie and creates some memorable sequences.<br><br>Greta Gerwig does a great job directing the film. The movie has a unique style that makes it different from the other popcorn flicks. It has a cartoonish tone, but it is done in a fresh and new way.<br><br>The writing incorporates these elements into the story and makes it an exploration of the effects of Barbie dolls in the world. The movie does this by taking the satirical route. It has a lot of great humor and dialogue. While being faithful to the source of inspiration and I really enjoyed it.<br><br>It can also be very mature in its subject matter and has a great message for adults, especially women towards the end.<br><br>Negatives<br><br>The movie is a little over-stuffed. While I enjoyed its exploration of the positive and negative impact Barbie dolls have on the world, it also has themes about gender roles, patriarchy and more. It simply feels a lot for one film, and it doesn't come together in a cohesive way instead it gets pretty heavy-handed towards the end.<br><br>There are also a few characters who don't get the required development.<br><br>One of the plot points early in the film is that Barbie ventures into the real world and sees the differences between her own world and real world. The way they handled this idea didn't work for me. It presents the real world in a cartoonish way to prove a point, and this made the story less emotionally resonant.<br><br>When the film gets to its second half the way it explores the themes mentioned above is very mature and at times confusing. The way the narrative treats this might send the wrong message to some people. Even though this is not the movie's intention, if some people could misread what the movie is about, it means that the movie didn't make it clear, and it is a problem.<br><br>Overall<br><br>There are some great things as well as some weaker aspects to this film. Which is why I have all sorts of mixed feelings towards it. I am eager to see how it will age with time. Cinephiles should enjoy this movie as well as people who want something different in their films. Not recommended for children though.",6
" Laughed and cried so much
","It is funny, it is deep, it is nostalgic, it is not about romance, it is all the things the doll was meant to be.<br><br>The narrator states at the beginning that the reason the doll was conceived was to give girls a path different from motherhood, but somehow we ended up turning her into this shallow stereotype to crush women's self-esteem.<br><br>The movie is entertaining , it makes you laugh, has so many characters, you barely get to appreciate all of them. I don't particularly love gosling as ken, I find him too old for the role, but plays well the part.<br><br>Now the important thing about the movie is the concept. The whole idea of patriarchy being the ultimate cause for the existential crisis for both men and women is just beyond brilliant. It is light enough so you don't get an existencial crisis while watching it, but you'll leave the theater with a refreshed notion that we are all suffering due to the same problem.<br><br>That scene with the old lady is endearing, the scene where barbie and ken are explaining how they are feeling about being observed on the street is an eye opener, and ohh, that final joke! Bonus points for that ending!<br><br>Will definitely what again.",10
" Witty, funny but severly sterotypical
","A good laugh of a film poking fun at Mattel, complicating the concept of Barbie while at the same time highligting the patriarchy and it's inherent incompatibility with human emancipation.<br><br>The irony is that the fillmmakers at the same time found it necessary to depict men in a insanely sterotypical fashion. One might argue this is not the case since it is mostly Ken's that are depicted this way. But since the Ken's behaviour are supposed to reflect the human female's experiences of men in general, that argument falls flat.<br><br>In Short, enjoyable film, but as a discussion on the shortcomings of our present patriarchal society it is disappointing.",6
" Barbie Drama
","The first 30 minutes of ""Barbie"" had me intrigued and entertained. With its colorful world and charming characters,The beginning was fun, light-hearted, and had that nostalgic touch that brought back fond memories.<br><br>However, as the movie progressed, it took an unexpected turn towards heavy themes of feminine power and patriarchy. While these concepts are important and relevant, they felt out of place in a Barbie movie. The shift in tone became overwhelming and overshadowed the initial enjoyment.<br><br>I wanted to love this movie, but the burden of tackling such complex ideas seemed misplaced in the Barbie universe. It lost the essence of what makes a Barbie movie special-simple yet heartwarming stories with valuable life lessons. The movie became a bit too preachy and lost its magical charm.<br><br>In the end, ""Barbie"" had the potential to be a delightful family film, but the weighty themes proved to be too much for a franchise known for its light and cheerful nature. It left me longing for the simple joy and innocent fun that Barbie movies used to bring.",5
" Deeper than I thought.
","I really thought this would just be a cute movie, but it actually had a very deep message and I really hope people can take the messages away from this movie because there was a few. I think they did great with the Barbie movie. It was entertaining. The special effects were adorable, but the message was so HUGE in this movie.<br><br>Watching these light fluffy cute reviews, I know most people missed it.<br><br>First of all, Barbie was very empowering in her own world where she could be anything she wanted and looking her best while doing it AND the men were not needed, NOT IN CHARGE and all The Ken's cared about was whether or not, they received any attention from their Barbie
Sound familiar kept wives? Trophy Wives you have no other purpose except to look incredible for your stupid rich husband. That was Ken.<br><br>The second she went into the real world. She was cat called had her ass slapped, got arrested for defending herself, and was treated with pretty privilege at the police station all while being treated like a blonde bimbo by people in the street. The complete opposite of Barbieland.<br><br>I hope that people can take away from Barbie and Ken how the roles were reversed when they went from Barbieland to the real world and you could see Barbie becoming very anxious and self-conscious, while Ken became very self-confident, felt amazing he felt empowered immediately for the first time in his life, and you could almost see him go from proud to being a man to toxic masculinity within one scene.<br><br>The teen angst was a good part too. Barbie was empowering to millions of girls but not to everybody. She has also given millions a very severe complex about body image, pretty privilege and society accepting them only if they look a certain way and Barbieland totally emphasizes that.<br><br>Even the biggest Barbie was well done up. Dresses well hair done speaks delicately.<br><br>Everyone there was picture perfect. Dainty and feminine. Even the Supreme Court were beauty pageant champions.<br><br>This movie is actually deeper than I thought it would be. It was really good I really like Margot Robbie I think she's absolutely adorable as Barbie and I felt bad for her for most of the movie because she went from being a brilliant, beautiful and inspiring idol to some cat called bimbo with pretty privilege in the real world that they wanted to just put in a box.",10
" Good Enough
","Barbie is a fun summery movie for all ages.<br><br>It tells the story of the doll Barbie who has to go into the real world to find her girl owner after she starts behaving oddly for a Barbie doll. That is the main prompt of the movie, which quickly takes a new turn all together, focusing on Ken and turning the tables on gender and how men and women are presented in films and in art in general (not to mention how their are treated in real world). That social commentary was spot on, under the light of more comical lences that makes it more appetizing and easily digestable. However, the movie does get close to being over preachy, loosing its initial main idea. That could have been solved by making the movie a little longer, giving the plot space to smoothly develop and have all those features handled in a better way. Unfortunately, the movie doesn't have that, thus, the result is an overstuffy, half baked plot.<br><br>On the other hand, the performances were enjoyable, with Gosling trully shining in this one. The mood and costumes were also spot on.",6
" Playful idea about the Barbie concept that gets lost in the messy story.
","Barbie is a new fantasy comedy directed, part written and produced by Greta Gerwig, director of Lady Bird and Little Women.<br><br>In Barbieland, everything is perfect and everything runs smoothly. Yet Barbie (Margot Robbie) learns that something is not right and everything suddenly seems less than perfect for her. Because of this, she decides to travel to the real world, to find out what's going on.<br><br>On this journey she is accompanied by Ken (Ryan Gosling), who secretly tried to go with her. Together they now try to figure out what's going on, but learn that the real world is very different compared to Barbieland.<br><br>Greta Gerwig, together with the photography director Rodrigo Prieto, knows how to convey the Barbie world well, making it seem as if you are in a life-sized doll's room as a viewer. They used beautiful film sets for this. Thus, the film works well as long as it is set in the Barbieland. Only that everyone here is Barbie or Ken sometimes makes it a bit difficult to follow the exact differences between all Barbies and Kens.<br><br>When the story moves to the real world, it changes the movie a bit. For example, how exactly it is possible to travel between the two worlds is not really clearly explained. Furthermore, the movie loses credibility when Barbie and Ken can do anything in the real world with no real consequences. Due to the lack of explanation and an eye for detail, the film can sometimes come across as a bit strange.<br><br>In a comical way, they also try to make fun of both gender roles. For example, Barbieland should represent the opposite of the real world. In Barbieland, Barbies and Kens can do anything, but Barbie is often above Ken. In the real world, men often seem to be above women. For example, they try to divide this role in the opposite way. For male viewers, who do not like these current feminism movements, this can make this film less.<br><br>Despite multiple actors and actresses playing different Barbies and Kens, Margot Robbie and Ryan Gosling manage to portray their roles in more unique ways alongside the other Barbies and Kens cast members. Margot Robbie comes across as a real Barbie, trying to discover what her life destinies really are. Ryan Gosling manages to provide plenty of appropriate comedic moments as Ken, who tries to make Barbie notice him. In the real world, however, he learns that as Ken, he can also do other things without Barbie. Will Ferrell plays the CEO of Mattel, the toy company that makes the barbie doll. His character and the other employees are supposed to be in the real world, but they seem more like they're also in a cartoon world because of the ways they act. This makes the concept of the real world seem a bit unusual. If they brought out the real world a little better, the movie could have been a little better.<br><br>The Barbie and Ken concept is better brought to the fore in Toy Story 3, for example, where these dolls and the idea they stand for are also handled a bit playfully.",5
" It's really something different and that's a good thing
","It's really something different but some of it feels inspired by other films, I caught references to Fight Club, 2001 Space Odyssey, Lego Movie, and others I can't think of at the moment. But yeah, this was a special film. I don't think as many people will like it as it probably deserves. But I did love most of it. Sometimes the tones felt off at times but it's definitely recommended to see. The satire works great here and the production design, cinematography and acting (intentionally bad in a way on purpose in some spots to deliver the satire aspects) are all perfectly done here though overall. The music is a highlight here too which is sometimes hilarious and reminded me of the Lego movie in some ways. Ryan Gosling and Margot Robbie are both pitch perfect here as well. Definitely recommend anyone to give it a chance. I wouldn't say this is a family movie but I think families with older kids would work perfectly for this. Not sure this will be in the Oscar race but it seems like it will at least for technical aspects and production designs.",9
" Boring Movie
","Dont fall for the 5 star reviews. This movie is extremely boring and goes on without a purpose even if it has it's hard to understand.<br><br>Good humour but when they don't have anything to say they sing songs. Basically a musical movie, reminds me of High School Musical.<br><br>Margot Robbie is amzing but Ryan Gosling steals the show not with his looks but his acting. He's the one who was gripping the movie. You will get to know about lot of Barbie you didnt know about.<br><br>There will be moments where you'll be like whats going on? Why am i here ? Why didn't i book the tickets for oppenheimer early but this too shall pass.",6
" The movie I didn't know I needed
","This movie was everything I didn't know I needed. Was great to just escape from the world for 2 hours. Truly one of the most fun movies I've seen in a while. Fun from beginning to end. Margot was amazing and so was Ryan gosling. 100% recommend for everyone especially if you're a father to a daughter I think it has a Good Message Emmet for all, but especially girls to be what they want to be, and how they can truly be anything. The outfits and stages were amazing. It literally looks like you were at a toy store. I will be surprised if they don't win anything for costumes. I definitely will be buying this movie when it comes out.",10
" Not all is peachy when things get preachy
","It feels like its been some time since a film release has gripped the world quite like the way in which Barbie has over recent weeks/months, with the Greta Gerwig directed box office sensation creating a global phenomenon that has translated to record breaking openings in cinemas, critical plaudits and audience adoration on a scale that is mostly just a dream for Hollywood bigwigs.<br><br>A talent-laden affair in front of the camera with Margot Robbie and Ryan Gosling leading the charge as plastic icons Barbie and Ken respectively and also behind the camera with Gerwig teaming up with her real life partner Noah Baumbach to bring Matel's beloved creation to life, Barbie is far better than it has any right to be as we explore Barbie Land and the real world with our protagonists, in what amounts to a pink fever dream that recalls old school Tim Burton at its peak, Barbie is also a little too heavy handed in the way in which it hammers home its messaging, making the film one that doesn't always correctly balance its oddball charm with preachy messaging.<br><br>A film that in many ways had become too big too fail with anticipation around the one half of Barbenheimer (with the weighty Oppenheimer no doubt benefiting hugely from the cross promotion) reaching fever pitch levels all over the globe, the adoration aimed at Gerwig's film right now feels like the type of over the top praise that will be reevaluated in coming months/years too something more grounded, with Gerwig and her team deserving of praise for creating such a colourful world and giving us something that doesn't just feel like a two hour long toy commercial but also going over the top in its empowerment messaging that feels like a message swung too far into the direction of all men are patriarchal menaces who aren't deserving of the women in their lives.<br><br>At its best when it allows its stars a chance to play within the confines of a likeable fish out of water tale where Barbie and Ken roam the boardwalks of Venice Beach adorned in skin tight Lycra or where Gosling's MVP performance as Ken see's the horse obsessed and Matchbox 20 loving beach bound man child bring too life a range of hilarious situations and sentiments, Barbie gets bogged down when it turns its attention to preaching too the converted and fails to make the most of its ""human"" characters like America Ferrera's Gloria or Will Ferrell's unnecessary tickle loving Mattel CEO, forgoing its comedic charms to try and be something it might naturally have become anyway had it dialled back the politics and just decided to be the fun escapist entertainment it often utilises.<br><br>When fun and adventure is at the forefront of Barbie's agenda, Gerwig's film is an undeniable delight and you'd be hard pressed to recall a more colorful and playful film when Barbie is in full flight but with all the hyperbole coming thick and fast right at this moment in time, it's hard not too consider Barbie's public sentiments being blown up out of proportion as the films misses are overlooked in favour of viewers preferring to watch this cultural touchstone with a pair of (pink) rose-tinted glasses.<br><br>Final Say -<br><br>There's fun to be had from Barbie and the commitment of its two leads is a sight to behold, as is the world which Gerwig brings to life but when Barbie forgoes the fun and playfulness it thrives in in favour of repetitive messaging, the film becomes more of a slog than an enjoyment.<br><br>3 Mojo Dojo Casa House's out of 5.<br><br>Jordan and Eddie (The Movie Guys)",6
" This is a work of art.
","This is a masterpiece with little to no short-cuts taken on everything that makes a film great - writing, wardrobe, make-up, choreography, set, acting etc. The cast is incredible. Margot Robbie fits the role of Barbie so well. Ryan Gosling (IMO) steals the show as Ken. I found his performance to be the stand-out. I always love seeing Issa Rae anywhere and I think she should be everywhere because she's so talented. I can't say enough about America Ferrera's monologue rant - the writing of that monologue was spectacular but Ferrera's delivery of it was one of my favourite scenes in this movie.<br><br>I think Greta Gerwig's work here is incredible and I think this movie will be remembered for many years to come.",10
" Better and deeper than I expected and was definitely worth a watch
","Barbie (2023) is a movie that my wife and I saw in theaters last night. The storyline follows Barbie in a perfect world who believes she is the perfect role model for little girls in the real world. When things start feeling off for her in her world, she discovers she may need to go to the real world to set things right. When she gets to the real world, she discovers how wrong she was about being the perfect role model.<br><br>This movie is directed by Greta Gerwig (Little Women) and stars Margot Robbie (Suicide Squad), Issa Rae (Insecure), Kathryn McKinnon (Bombshell), Ryan Gosling (The Notebook), Alexandra Shipp (X-Men: Apocalypse) and Will Ferrell (Elf).<br><br>This movie had a lot more going for it than I anticipated. The universe and characters are very well developed, thoroughly put together with the history of the Barbie universe incorporated and a smart scripts. The dialogue and interactions were much deeper than I anticipated. There were a lot of good messages and lessons baked into the storyline. My only complaint was how much focus there was on the ""Ken's."" He was a worthwhile villain, but the ending dance scene and finding self moment was overdone; however, everything about the Barbie plot hit the nail on the head.<br><br>Overall, this is better and deeper than I expected and was definitely worth a watch. I would score this a 7/10 and strongly recommend it.",7
" In your face shallowness
","I was really excited to see this movie when I saw it was in the making a year ago. Even more so when the trailer released, I loved the 2001 Space Odyssey reference.<br><br>When it finally came out, and started to hear the reviews, the excitement slowly went away to the point I didn't watch in the theater, but waited to stream it at home.<br><br>I finally watched it and the critiques were not wrong. It is so incredibly in your face, preachy and just plain unengaging.<br><br>I didn't care for a single character. It is very obvious what they were going for, with the whole existentialist premise, but the dialogues were as deep and emotional as a tumblr post(When that was a thing)<br><br>There were very specific parts I enjoyed, but overall, it was not a good or lasting movie experience.<br><br>The set pieces in Barbieland were gorgeous, the costumes too, and the last scene with Ruth Handler was really nice, loved the light effects and the use of the Billie Eilish song, it would have been a very emotionally powerful scene had there been a better movie before it.<br><br>However, I appreciate the fact that in the end it doesn't pick a ''side'', but rather gives the message that men and women need each other, and that a matriarchy or a patriarchy is not the ideal world they think it is in the beginning.",5
" Heart-warming, serious and such an important movie for everyone to see!
","When I sat down to watch this film I assumed it would be some fun pink silly movie but it was not in the best possible way. It starts very much in that way but the second Barbie gets to the real world everything changes and the film makes so many important statements on sexism and the treatment of women. I thought it perfectly addressed the affect Barbie has had on the world and never shied away from it. This movie does not flinch away from the reality of the world or what damage ignorance can do (Ken). America Ferrera's speech is amazing and moved me so much as did Barbie's own found freedom. Robbie was an amazing Barbie and all the women shined in this movie...and Alan was pretty good too. It was everything you can want from a movie, sharp, whitty, moving, honest and progressive. The perfect Barbie.",10
" Only for Margot Robbie.....
","This movie is specially for those who loves the character of barbie specially in childhood. This film is a treat for Barbie lovers because the way director has told the storyline by introducing a whole barbie world and their characters is interesting to watch. Specially MARGOT ROBBIE what and actress she is her looks, style, acting performances, dresses of barbie all are top notch. Margot Robbie is perfectly suited for this role because she is the only one carrying the whole movie throughout the end. From start to end the main highlight of the this film is Margot Robbie. I've only watched this film for her and she has proved that currently she is one of the best actress in Hollywood. When I talk about supporting cast RYAN GOSLING is the only one who has done justice to the character of Ken rest are just average. Story is the main disappointment of the film, Film starts on a good note with laughs and riot of chaos when Barbie enters into the real world but after a bit of time story get exaggerated and only focuses on the central character which is the drawback of the film and from that case movie doesn't get the chance to give space to the other important characters. Background score and songs are good that wil give you a fresh vibe while watching this film. All n all this movie is a treat for Barbie fans and rest of the audience may consider as an average content....",6
" Hardly any laughter in my theater, though perhaps the film wasn't meant to entertain
","In one sense, this film was more inevitable than Thanos. What do you get when you're part of a society that fuels existential crises, by constantly eroding definitions and structures? Barbie and Ken aren't exactly human (they don't even have genitals); they're embodied ideas, and so they face this amorphous crisis of identity that pits their presuppositional views of a happy society against that of the ""real world."" But their perception of the real world is like seeing a plane for the first time and therefore thinking it's a dragon. So how much can an audience glean from the pontifications of characters who are essentially children? I would have greatly preferred scriptwriters more well-versed in sociology as well as comedy, writers who understand not only American ideals, and how those ideals have shifted, but the role that Barbie has played along the way. I get the sense that the writers here just KNOW Barbie had some impact, without really understanding much beyond that. There was so much to explore, and it could have been shown situationally, rather than through heavy-handed exposition.<br><br>Off-screen, apparently Ken had some interesting realizations about his misunderstandings of patriarchy, and Barbie had some realizations about how she treated Ken, but we don't get to see any of this nuance actually played out. Hugely missed opportunities there.<br><br>Bottom line: As fantastic as Robbie and Gosling were, I wish this movie just didn't exist. Keep the cast, but try again with a much better script and director.",3
" Love it 😍
","The beauty in the movie isn't merely skin deep. The story woven throughout Barbie is a true testament to the power of belief in oneself and the importance of friendship and teamwork. Barbie's determination and courage in the face of challenges inspire viewers to embrace their own strengths and strive for greatness. The characters in Barbie are wonderfully developed, each with their own unique personalities that add depth and charm to the narrative. Barbie herself, with her resilience and strong sense of justice, is a shining example of a positive role model.<br><br>Her friends are equally engaging, showcasing the power of unity and support.<br><br>Beyond the captivating story, Barbie also crafts an empowering message about inner beauty and acceptance. It teaches viewers that true beauty lies within, emphasizing the importance of self-acceptance and celebrating our individuality.",10
" Too much social commentary not enough Barbie
","I knew this was going to be political going in but I thought its Barbie so I could overlook it. But it was too much, I do not enjoy politics in movies, whether it's left or right. I expected it to be more fun, and feel good, and it was for some parts but not enough at all. Ryan was great and so was Margot but I did not understand why Barbie didn't like Ken, it's wildly known that Barbie loves Ken and Ken loves Barbie, it's iconic and it made no sense for everything else in Barbie land to be accurate but not that. Another problem was the writing it was very ""told and not shown"" as well as wordy. The scenery was great as well as the costumes, but the story could have been so much better. Like Barbie and Ken take L. A. on a fun adventure and some self-discovery but it wasn't really like that. The ending was confusing does Barbie want to have a baby?",6
" She's everything! He's just Ken.
","Fantastic movie! The writing and storyline is so much deeper than I could have imagined for a Barbie movie. I loved this movie so much that I saw it twice opening week and plan to buy it once it hits streaming. I think women and girls of all ages will love it. I know plenty of guys who like it as well. It's smart, funny, clever, deep, thoughtful, etc. I was actually in tears during the America Ferrera monolog. These actors are all amazing. Margot Robbie and Ryan Gossling were the perfect Barbie and Ken. The music was amazingly hilarious. The Ken battle scene cracked me up so much. Greta Gerwig is a phenomenal. I loved her version of Little Women and this is every bit as good. Barbie is a must see. Don't wait, go see it now!",10
" I actually enjoyed it
","Barbie is the latest toy turned movie adapation and stars Margot Robbie(Birds of Prey),Ryan Gosling(La La Land),Alexandra Ship(A Dogs Way Home),Dua Lipa,Will Ferrell(Elf),America Ferrara(Ugly Betty)and Helen Mirren(Shazam Fury Of The Gods) as the narrator.<br><br>The story follows Barbie(Robbie) who notices strange things happening to her. She thinks about death,her feet are flat and she shows emotions. So she decides to go to weird Barbie (Kate McKennon) for advice and travels to the real world to find her owner Gloria(Ferrara) and her daughter Sasha to find out why she is malfunctioning. But will Barbie choose the real world or the plastic land of Barbie Land?.<br><br>Overall I actually liked this film .Yes it's very silly and stupid but it was entertaining. Ryan Gosling was hysterical as Ken who is obsessed with horses and prospecy and the other guys as Ken including new Dr Who Ncuti and Secret Invasion star Kingston Ben Adir and Michael Cena as Allan. I guess if I had to change anything it would be for Barbie to stay in the human world more and actually have them as actual Barbie dolls first like Life Size or even Enchanted animated.<br><br>If you loved Elf(since Will Ferrell stars in both films and the setting mirrors it too) and The Lego Movie along with adding sexual innuendo and woman's rights along with men's rights then you'll enjoy it. Would I recommend 6 year olds to see it no,unless they have a parent.<br><br>6/10.",6
" Barbie existentialism.
","Barbie, the doll that destroyed stereotypes and taboos to later generate new ones and destroy them again, arrives at the cinema for the first time and does so masterfully. ""Barbie"" is a film that portrays misogyny from the perspective of the famous doll, the script is a biting criticism of patriarchy, internal problems within feminism, family and social relationships, consumerism and existentialism, all full of humor, in some scenes with a lot of black humor and the result is excellent, capturing what it wants to convey to the public. The cinematography by Rodrigo Prieto is magnificent and together with the production design they bring a fictional country full of fantastic and pink plastics. The soundtrack is tremendous, with a list of songs wisely chosen (with some exceptions). The cast is tremendous, Margot Robbie's performance is realistic and sentimental, proving to be the perfect Barbie in all aspects. Ryan Gosling plays Ken with humor and also gives him perfect dramatic nuances. America Ferrara as a working mother achieves a performance to remember, especially for her powerful monologue. Kate McKinnon gives a highly comic performance and an endearing character of a very unusual Barbie. Rhea Perlman pulls off an incredible performance wittily balancing comedy and drama. Ann Roth in a special participation of a single dialogue and a smile achieved a sublime and unforgettable performance. Helen Mirren with a voice acting as The Narrator describes everything with feeling and passion taking advantage of her imposing voice. Greta Gerwig's work as a director is genius, she manages to capture the ideas of the script, gives it her own style and pays homage to movie classics. ""Barbie"" is the movie event of the year, a rightfully earned title for this current classic.",10
" A mix of somewhat funny summer-movie and social commentary. But it's all over the place.
","A commercial stretched into a full-length feature film.<br><br>Barbieland, as an inversion of the real world with which it s mentally connected had a lot of potential. However, Barbie (both the doll and the film) is primarily a corporate product, and it's evident that the creators were not given freedom to explore the material in a more sophisticated way.<br><br>The film explores several social issues (feminism, patriarchy, sexism, ...) in a way that may seem too preachy, in-your-face or even off-putting. I'd say that these topics are intentionally depicted with a child-like mindset and it may take a while to wrap our adult heads around such approach.<br><br>Despite this, thanks to the vibrant cinematography, over-the-top social commentary, skillful direction, and great performances (Gosling as Ken rules), Barbie manages to entertain, albeit in a somewhat absurd way.<br><br>Nevertheless, I expected more from it.",7
" Disappointing and misleading
","The movie starts great, but goes off the rails soon after. Had they kept the look and feel of the first 30 minutes, this movie could've been great.<br><br>For positives, the cast is great in general. Margot Robbie and Ryan Gosling do a great job as ""Stereotypical Barbie"" and Ken. Barbieland also looks vividly colorful and full of references to the toys themselves anyone who played with Barbie toys will recognize.<br><br>For negatives, It is not a fun movie at its core. The movie pits women against men and it has a negative and political messaging. It's a ""lecturing feminist"" and ""bring down the patriarchy"" kind of movie. I wasn't expecting it to turn out this way from the trailers and was honestly surprised by it.<br><br>In general, if you're looking for a lighthearted movie about Barbies (and Kens) where you can kick back, relax and have some laughs, this movie is not it.",5
" If imagination was a movie
","This fulfills my childhood in a way I could never have anticipated. It reflects upon the flaws of our world and helps us all accept them by also accepting the imperfections in ourselves, like the fact that we are all a little dark and weird and crazy sometimes. And that doesn't make us any less men or women, or whater we are or want to be.<br><br>It gives agency to all our wildest thoughts by putting the innocence of childhood in the context of the real world that all adolscents must eventually enter. It convinces me that someone out there thinks of the world in the same unique optimistic way as I do. And that's enough. Growing up is mandatory. But it doesn't have to be uncomfortable or ugly. It can ne okay. Thank you Greta Gerwig for this comedy gift.",10
