title,body,rating
" A Promising Start At The New DC Superhero With Old Ideas.
","Blue Beetle (2023) :
Movie Review -<br><br>Blue Beetle Review: DC Studios latest superhero drama, Blue Beetle, marks Ángel Manuel Soto's debut in the superhero genre. DC has been looking to turn the tide for a while and has had a few impressive successes recently, especially with Joker and The Batman. Blue Beetle is fresh stuff, alright, but does it really matter if superhero theories are old? A new suite and powers are enough? I guess Not. It's not just DC; Marvel too is suffering from an insufficiency of new conflicts and thrills. It's just that earlier we used to get one or two superhero movies a year; now we get a lot of them, and that too after watching so much stuff already. Blue Beetle is funny with Mexican humour-that's new! The suit, theme, and powers are also quite new. Though the film lacks newness in storytelling. We all know how one gets power and tries to use it while tackling dangers, doing romance, and saving family. Blue Beetle is that mixture again, with some tech talk we have been seeing from Iron Man, Wayne, and Hulk for years. Nevertheless, it's a promising start for a new superhero, if that's what you're looking for.<br><br>The film begins with Jaime Reyes (Xolo Maridueña) returning home after graduation, and he learns that his family is gonna lose the house in Palmera City. He is fired from a job by Victoria Kord (Susan Sarandon) while trying to save Jenny Kord (Bruna Marquezine) amidst an argument. Jenny might have a job for him, and he visits Kord's office to meet her. Jenny gives him a Scarab to protect, which is childishly opened by his family. Jaime is now chosen to become a symbiotic host to the Scarab, an ancient alien biotechnological relic that grants him a powerful exoskeleton armour, turning him into the superhero ""Blue Beetle"". Victoria and her bodyguard robot, Conrad (Raoul Max Trujillo) are after the code of Blue Beetle, which jointly puts Jaime's family in danger. Jaime and Kha-Ji must work together to protect the family and the code, but will it be enough?<br><br>Coming as a fresh film, Blue Beetle has no load of expectations. So even if it's underwhelming at parts, it still doesn't bother you much. It can't be the same when you watch The Batman or Superman movies because they are hugely popular superheroes and their films come with certain baggage. The screenplay of Blue Beetle is the main concern, as it deals with new ideas in old ways. It's 2023, and we are still being fed two decades-old conflicts. Why? The building collapses, but the Hero wouldn't be hurt, or even the heroine, even if there is large destruction right around her. One of the family members must get hurt so that the Hero can get angry and unleash his powers. In no time, the hero and heroine would come close to kissing each other, and someone would enter the room. Don't you dare ask when they fell in love. It's just there. Don't tell me you haven't been familiar with all these things, because if you are not, Blue Beetle is going to feed all of them for the first time. But if you have tasted them before, then this might get you away from the table in no time.<br><br>The handsome Xolo Maridueña will be the girls favourite soon, at least as a crush. He has that personality and kindness in his natural role as Jaime Reyes. But as Blue Beetle, he is still immature. That's what the course of his character demands, by the way. Raoul Max Trujillo has been pretty impressive as the antagonist here. He might have only a few scenes to show his face and act, but he is damn good there. The female baddie played by Susan Sarandon didn't look evil at all, but you know why. It's just that female touch that makes things difficult for her. Jaime's love interest, Bruna Marquezine, is cute but nothing that can be remembered or even discussed. Surprisingly, all the family members of Jaime seem to have a blast. Damián Alcázar, Adriana Barraza, Elpidia Carrillo, and Belissa Escobedo have rocked more as a unit than as individuals. Harvey Guillén's Sanchez goes unnoticed until before the last lines, when he speaks in Mexican.<br><br>Talking about the visual effects, Blue Beetle is your old laser show put together with high-tech weapons. Some of the destruction scenes look grand on the big screen without any 3D effects. The cinematography by Pawel Pogorzelski is fine, whereas Craig Alpert's edit keeps the crispness intact. Technically, it's a well-made film, no doubt, considering the $120 million budget. The studio took good care of the production design, as nothing really looked outdated or ugly here. However, Blue Beetle needed a little brainstorming on the paper, which is clearly missing. Of course, you don't expect a typical superhero entertainer to be a smart and intelligent film, but what's wrong with being a bit more clever? Ángel Manuel Soto's storytelling is well-versed in your regular superhero flicks that you have been enjoying over the years. He makes you a simple popcorn entertainer when the world is getting more advanced with multiverses and emotionally powerful tales. Could he have done better? Yes, I guess so. Blue Beetle isn't a bad film at all, but it isn't great enough to be recommended. It's just a matter of your expectations, whether you want to go for it desperately or not. But yes, it can be viewed once for a fresh attempt in the money-spinning genre.<br><br>RATING - 5/10*",5
" Cliche movie that adds nothing to the genre
","To summarize the movie in one sentence: an action movie with a linear cliche story line, mediocre acting, below average CGI and made mostly to appeal to younger teenage audiences.<br><br>Now, if you go in expecting the above then the movie rating would be 6 and if you are going in expecting a super hero movie in the likes of Marvel then you will rate this 1.<br><br>What annoyed me the most is the exaggerated fiction and story line. This felt at a lot of times like watching cartoons where just drawing the scene makes it possible to do in real.<br><br>Another annoying factor is most of the movie is in Spanish so it requires extra effort to follow through with the dialogue.<br><br>Here is the rating of:<br><br>Storyline: 2/5. Very cliche, linear and expected outcome. Moreover, the editing should have been done better as you notice there are many gaps between the scenes in the movie.<br><br>CGI: 2/5. You would expect really good CGI in an action super hero movie but this isn't the case here. That's not coming as a surprise from DC comics and they could learn a thing or two from Marvel. Even when special effects were used on the helmet of ""blue beetle"" when it was half broken in the fighting scene, the helmet looked so cheap just like a toy for kids and reminded me of the old kids shows we used to see in the 90s on tv.<br><br>Acting: 3/5. The reason why I put 3 is due to the good acting of the supporting cast mainly George Lopez and Adriana Barazza. The main actor Xolo delivers an underwhelming performance and lacks the ability to connect with the audience. My biggest disappointment was the horrible writing made for the lovely and amazing legendary actress Susan Sarandon, she deserves roles that are much better than this and movies on a different league. I hope she doesn't take such similar roles in the future.",4
" Like a cheap spiderman
","In a nutshell, this felt like a cheap Spiderman variation film,, the humour was silly the action was same old same old. CGI was pretty good, but there was nothing original about it.<br><br>Long before the film ended, I was looking at my watch hoping the end would arrive sooner than later and put me out of my misery.<br><br>The one thing DC often has over marvel, is the darker theme, but this film felt much more like a light hearted marvel film that just failed on all fronts.<br><br>I love science fiction films and was really hoping this could have been a solid DC title, but there's no way we'll see another Blue Beetle film
Will be forgotten very quickly.",3
" One of the worst Superhero Movies I've seen
","One of the worst Superhero Movies I've seen, With a superhero who not only doesn't deserve the superpowers he's been given, He also doesn't want to be a superhero at all. The script from start to finish<br><br>is terrible and tries to imitate other Superhero Movies, The family of the ""Hero"" is stupid, loud and completely irresponsible, And we could already see it in the part where they not only pressed him to open<br><br>the box but also played with the alien object and threw it to each other. The worst character in the movie besides Jaime himself, Who only God knows why he was chosen as the host by the Beetle, Is his<br><br>sister Milagro who has no sense of responsibility, Maturity or logic, And made all the possible mistakes. Not to mention the villain who is one of the worst villains I have ever seen, Although the pacifist<br><br>""Hero"" who is afraid to hurt the villain, And constantly apologizes like a girl with cuckoos for fighting him, Is no less worse than him. And we haven't even talked about the dialogues and the unfunny jokes<br><br>throughout the film, Which I stopped dozens of times due to nervousness about the script .<br><br>In short, This is a bad movie and a waste of more than two hours of time. Believe me, There are much more interesting and important things you can do with this wasted time instead of watching this bad<br><br>movie, Which I have no idea how it got such a high rating relative to what it's really worth.",2
" Mid Superhero Movie. Don't go in expecting Iron Man level movie.
","The budget appears to be very small for this movie. For being a movie, it fails to reach the level of most Marvel TV shows.<br><br>Plot is mediocre. The family is the best part but the execution of the plot is cookie cutter and actually does grow stale by the end.<br><br>Acting is mediocre. Imagine watching each scene and knowing there should have been another take. I'm not kidding, thats how see through the acting is unfortunately.<br><br>CGI is mediocre. Imagine the POV lens of Blue Beetle having Nintendo 64 graphics. That's what it looks like.<br><br>The reason why I am giving it a 5 is because although it was not great, it was not terrible. This movie barely floats above the surface. DC has to do a lot more to get fans excited for the future.",5
" Had potential, but excess of humor downed it
","I liked Xolo as the Beetle. The actual Beetle parts were good. Not the usual soundtrack for DC movies, but a good one. I also liked the connection with the ""original"" beetle.<br><br>Sadly the whole ""Latin humor"" was too much, and the ""familia"" stuff was distracting and exaggerated. As a Mexican, I understood all the references, and there were several moments I laughed at the jokes, but got to the point it was just plain ridiculous. Also, the whole thing of the ""abuela"" acting as a ""revolutionary"" it's very anachronistic and grotesque.<br><br>I like the idea of a ""Hispanic"" hero in the DC Comics universe , but I hope they realize they over did it.<br><br>Yes the Beetle character in the comics was funny, yes the funny gist worked with Shazam, but in this movie it just went too far. If this is how the Gunn universe is starting... I am not very excited about it.",6
" Better than expected, but could have been better
","So with the superhero genre turning out quite a bit of disappointment, my expectations weren't high going into this. While it was better than I expected, they could have made it great, and set it apart from every other superhero story. The family dynamic was good, but there's a lot of corny jokes, just like every coming of age superhero movie. They could have made it more serious and dramatic. They should have explored the suits abilities more. They could have made a better villain. They could have tried something other than the same old ""going up against someone with similar powers but they are evil/brainwashed"" trope. I wouldn't say it's a bad movie, but it's definitely not going to change any minds about the genre.",6
" Unoriginal, but fun
","Definitely feels recycled at certain parts and the plot is very predictable. Susan Sarandon doesn't work as the main villain for me, and there are some cringy moments (specifically with the Grandmother). However, it is a fun time with great action, decent humor, and a lot of heart. The visual effects look good for the most part, Xolo's performance is a highlight, and the Latino representation is a breath of fresh air. I consider this a W for DC given their recent movies.<br><br>Overall, it won't show you anything you haven't seen before, but it's an enjoyable film and worth your time if you're into these types of movies.",6
" Please do not believe the good reviews
","Cringiest movie I've seen. Don't believe the good reviews, I was literally mad at myself for watching it and I couldn't stop looking at my watch. The Flash was miles better &amp; I 100% fear the new DCU.<br><br>This movie is for kids and is a disgrace to older viewers. Nobody in the theater laughed at the corny jokes and I couldn't care less about any of the cringe and annoying characters. There's literally not one good thing about this movie and I am so so mad I spent money and time on it. Save yourself the trouble and go eat something nice at a restaurant instead.<br><br>I had to sign up just to comment that.",2
" Probably the best movie DC will release this year
","Blue Beetle is directed by Angel Manuel Soto and stars Xolo Maridueña, Bruna Marquezine, Damian Alcazar, Adriana Barraza, George Lopez, Becky G and Susan Sarandon.<br><br>This will probably go down as the best DC movie to release this year unless Aquaman and The Lost Kingdom manages to blow everyone out of the water (pun intended) when it releases in December. (Doubtful.) In a movie that was originally supposed to go to HBO Max but WB had enough faith in this to give this a theatrical release, Blue Beetle now finds itself as the Penultimate DCEU movie while also simultaneously being the start of Gunn's DC universe apparently?<br><br>Despite Xolo Maridueña giving a great charismatic performance here as the lead and overall liking parts of this I unfortunately didn't like this as much as I wanted too. There's nothing new, surprising or exceptional about Blue Beetle's plot. Gareth Dunnet-Alcocer's screenplay goes through a checklist of clichés that you've seen in nearly every superhero movie before. An ordinary young man suddenly gains superpowers and turns into a superhero? Check! A villain searches for a MacGuffin that the superhero has? Check! The superhero has a potential love interest? Check! The superhero learns about the meaning of family? Check! And the list goes on. Blue Beetle does have some thrills but they felt sporadic at least for me. There are some things this movie does succeed in which is the comedy which did work for me and was effective throughout. In terms of performances I did think Adriana Barraza was a good scene stealer here. Even though the storyline between them is predictable and you could see things coming a mile away I did also think Xolo Maridueña and Bruna Marquezine had good chemistry with each other. Susan Sarandon gives a villain performance that ranges from campy to mediocre I think this movie would've benefited if she went full camp though.<br><br>Don't go into this expecting the next Across The Spider-Verse or Guardians Vol 3 because this definitely isn't on that level but it is fairly engaging with good cast chemistry and a good central performance from Xolo Maridueña. Unfortunately this just felt too middle of the road to me. Maybe I'm being overly cynical, maybe I do have comic book movie fatigue, maybe I'm just tired of mediocrity in mainstream Hollywood blockbusters as of late. Or maybe it's just a mix of all three. This is a step in the right direction but the DC brand is just severely damaged at this point. Gunn certainly has his work cut out for him.<br><br>The last two comic book movies to release this year, The Marvels and Aquaman and The Lost Kingdom also have an uphill battle against them. I don't have plans to watch either but maybe curiosity will get the best of me.",6
" Great times to be alive !!!
","Billion dollar company makes a movie about billion dollar company being greedy and evil. Good guys win, eventually.<br><br>Billion dollar company makes a movie about small people being empowered. Small people are the good guys, just to be sure.<br><br>Billion dollar company tells the story about MILITARY billion dollar company doing wrong in some small ""3rd world country"", under some political agenda.<br><br>Some evil guys, from the billion dollar company, came to their redemption at the end. Some met their well deserved doom. No evil guys left.<br><br>Evil MILITARY billion dollar company turns good, at the end. They will work for the benefit of the mankind, from now on. Not against it,
Billion dollar company makes the movie where 80+ Mexican grandma is remembering her revolutionary days, while killing the bad guys (from the evil MILITARY billion dollar company) and shouting ""down with the imperialists"".<br><br>Billion dollar company treasures family values.<br><br>Everything is represented just as it is, around us, Or, at least, how the billion dollar company wants you to see it. It's a fantasy move, but, hey, we're sending the message!<br><br>God bless the billion dollar companies.<br><br>It's not like they could end the world hunger with all the money they have.<br><br>They just have to remind us how (hard) it is in the real, every day, life. Through a 104 million dollars budget fantasy movie.<br><br>Great times to be alive.",1
" A WIN FOR THE MEXICAN AMERICAN COMMUNITY
","Reading through these reviews I can tell they're completely missing the point of this movie.. Is this another superhero movie where the main character gets super powers through an alien artifact? Yes. But it goes BEYOND that. All superhero movies value romance and somewhat family but Blue Beetle does it justice when they talk about family.<br><br>Being Mexican-American myself and growing up in white America this story touched my heart. I saw myself and my family in these characters and our struggles being put up on the big screen. Many people fail to realize that the Mexican community lived for the American dream. Our parents, and grandparents picked up everything they had on their shoulders and left their homes behind in order to find a better life for themselves and their children. Nowadays, the world is fastly changing under our feet and as the rich become richer, we get pushed out as the movie shows.<br><br>This story is important for representation to our community. It's filled with comedic monologues and objects our community values. We as a Latino community value family over everything, especially living in the U. S. as long as we got family, we can always figure it out. I loved how they tackled the romance, it's not overly pushed in your face, it's gentle and natural how it grows throughout the film.<br><br>Lastly, the cast was outstanding their dynamic was well put together. Their chemistry was amazing everyone represented an important role and performed great.<br><br>As my title says this is a win for Mexicans and Mexican-Americans living in the U. S. Its a great film when you better understand who this movie was made for. This is an amazing movie for the whole family, give it a chance!!",10
" Que lastima
","As a middle-aged Latino, I went in wanting Blue Beetle to work, perhaps launching a series built around a strong Latino hero and his family. Alas, it's really bad. There are some cheap laughs and ok action. Ultimately, the story takes too long to unfold, relies on an overly-bad ""bad guy,"" and, at times, laughs at rather than with Latino culture. It's unfortunate since the character has a rich history and this rebirth could have been interesting. Kids under 8 or 9 will appreciate it, especially the bits of potty and fart humor, but the film wastes good talent and seends the Blue Beetle character back to the file cabinet where it previously languished. Too bad.",4
" One of the worst superheroes movies
","The 3 stars that I gave are entirely for the Blue Beetle suit and power concept. Plotwise, it's so so so terrible, cliche, and cringey. I could predict almost everything, this movie seems like a copy of Shang-Chi, even the jokes 🙄.<br><br>The main character is so dumb, stupid, and cringey, he could've used the power to his advantage, but even with power, he still looks like powerless dude who needs constant helps from ordinary people, when others kill his family ruthlessly, he still couldn't muster up courage to kill the enemy, he's a stupid and cringey coward.<br><br>The side characters are also cliche and cringey. He just has that one family member who constantly looka for troubles.<br><br>The villains are right up super cringey. Nothing is new except for power concept (it's actually nothing surprising but looks kinda cool), the writing is just down right bad. The shooting itself is also SMH, as always, DC movies are always shot without lights, and it's hard to watch for some parts(especially the part they fight in the air).<br><br>It could be a somewhat acceptable movie if it was released over 10 years ago, but I doubt the writer could make it good, after all, he still copied from other movies now.",3
" Generic Comic Book Movie Trash
","Blue Beetle is such a boring, generic comic book movie. You could predict half the lines before they were said (only couldn't do the other half because it was in Spanish). Generic villain whose evil for essentially no reason. Generic family makes you stronger theme. Generic going to the plains of death and being told ""its not your time yet"". Generic superhero fighting an evil version of himself (Reverse Flash, Yellowjacket, Venom Spider-man, Iron Monger, Abomination etc). Generic comic book movie attempt at humour (wow, they're about to kiss and someone walks into the room, making it awkward, hilarious).<br><br>Change the character names on the script and you've seen this movie countless times.",5
" ""Down with the Imperialists!""
","A very traditional origin movie, in other words nothing original -- it's basically a big pot stew of the Shazam family, uncle Ben, Shuri, and Fast&amp;Furious. The entire exposition is filled with scripted dialogues, stiff performances, and cliche development, to the point where the film kinda invites you to nap the first 30 minutes. However, I do appreciate Blue Beetle for respecting the 2 crucial components of any superhero movie: suit up and first flight, as both segments are visibly budgeted. Another thing worthy of compliment are the action sequences, which are well-choreographed, of considerable lengths, although all heavily CGIed. Everything else, including but not limiting to romance, backstories, comedy, antagonists, are just plainly average. Better luck next year DC, hopefully James Gunn will get things back on track soon.",6
" Been here. Seen this. Same Stuff Different Cast.
","How many movies are we going to see where (insert whatever mainstream psuedo-oppressed group here) is kicked out of their treehouse or native land or art school or forest (insert BIPOC flavor of the week organization here) and build a parking lot.<br><br>Evil white chick, yea, shocking I know, has it in for a poor brown family, I know I know...we even had a Columbus statue randomly appear in this movie for the sole purpose of being destroyed for absolutely zero reason. This brought out literally groans from the audience.<br><br>CGI is cool. Chicks are bad but more annoying and pressed than self sufficient and strong. Every character is exactly the same as every other character you'd find in any other poorly cast DC movie. George Lopez returned as the villain from Lava Boy and Shark Chick though.",3
" An Iron Man Ripoff
","Throughout the whole movie I just felt like I was watching an Iron Man ripoff. Yes, the story was different. Yes, it's called ""Blue Beetle"". But that was about the only difference from Blue Beetle (2023) and Iron Man (2008).<br><br>So the plot is that an alien scarab chooses a college student, Jaime Reyes, to be its host and in turn giving the teenager a suit of armour that is designed to protect its host and has unpredictable powers. But the original creator of the scarab, Victoria Kord, wants it back and will do anything to do so.<br><br>The trailer and the plot seemed promising going into it but that ""promising"" start quickly vanished after the plot seemed to follow the 2008 Iron Man movie.<br><br>However, aside from it being a close Iron Man (2008) clone, it was an enjoyable superhero action movie.<br><br>The characters were very likeable and a few comedic moments were sprinkled throughout.<br><br>Overall, if you like a superhero action movie and don't mind too much that it's like Iron Man (2008) then you'll like this movie.<br><br>I rate Blue Beetle (2023) a 6/10 purely because of how much of a clone it is from Iron Man (2008) but it redeems itself in being an enjoyable watch.",6
" He's a superhero, whether he likes it or not
","I know enough about the Blue Beetle character from the comics to understand his origin in the movie, like who the character Jaime Reyes is and what the scarab that is the Blue Beetle suit; being interested in that they made a movie on the character. The DC movie Blue Beetle (2023) was fun and entertaining to watch, though it can be by the numbers when it comes to main antagonists, the main character and the actor playing the main character is what makes the me worth watching. Plus, along with the rest of the cast the movie is funny and like the comics it is based on.<br><br>Actor Xolo Maridueña as Jaime Reyes/Blue Beetle was great as the character; he was likable, funny, and you root for him either going up against the main villain or dealing with money problems/finding a job after graduating from a university. The rest of Jaime Reyes's family was funny, played by great actors, and I liked how Jaime Reyes and his family worked together to deal with any problem that gets in their way; one of the family members that were especially funny was George Lopez as Jaime Reyes's uncle Rudy Reyes. Working with Jaime Reyes to keep the scarab away from the villain is Jenny Kord played by Bruna Marquezine who is the daughter of Ted Kord (the second Blue Beetle); I also thought she did a decent job and worked well with Xolo Maridueña as Jaime Reyes/Blue Beetle.<br><br>One of the antagonists is Victoria Kord played by Susan Sarandon who is good in the movie, but she is a standard villain who wants the scarab for some sort of super soldier army she is creating because she runs Ted Kord's company because she is his sister. The other antagonist that works with Victoria Kord is Carapax played by Raoul Max Trujillo who is this super soldier she tested on and uses him to fight Blue Beetle, this character does have a backstory of some kind that is revealed at one point, so you know how he got like his now. The villains could have been better, but around that the movie can be entertaining with its action scenes, references to the comics, and a main character you like following.<br><br>The Blue Beetle scarab looked cool, and I love that the suit is an actual practical effects suit with added CGI that blends very well making it cool to watch in the action sequences that are well done. The action scenes were nicely shot, with it not having a lot of cuts but instead having nice long shots where you can see the actor doing the stunts. The movie has stuff from the comics that people will notice if they know the comics, and the family aspect to the movie was enjoyable to watch, along with this being the first Mexican superhero that does a respectable job representing the culture and how Jaime Reyes and his family interact in their own way which was cool to see in this DC movie.<br><br>Blue Beetle (2023) was a fun DC movie that I would recommend watching even if you do not know much about the character and comic books he comes from; though the antagonists and the plot might seem like something we have seen before, but Jaime Reyes/Blue Beetle played by Xolo Maridueña makes the movie worth watching because he is a likable character. The movie was funny, it had good performances from the actors, great action, nice cinematography, and great effects on the scarab and Blue Beetle suit when using the many weapons that it can create making it entertaining; I would give this a watch when you can.",7
" No More Blind Dates
","This is the introduction to a new DC Comic superhero. The film ends with hints at a sequel. The action takes place in Palmera City. During the opening credits we discover Ted Kord is missing and Kord industries are run by Victoria Kord. She is making an O. M. A. C. a One Man Army Corps for the military and they plan to test it soon. Ted Kord's daughter Jennifer objects and manages to steal the Blue Beetle object and hands it off to subplot Jamie Reyes (Xolo Maridueña) a local at lawyer grad school. He opens the box and the device attaches itself to him and starts a symbiotic relationship forcing him to be a reluctant superhero, sometimes going against the advice of the Beetle that talks to its head.<br><br>I would like to think this was an introduction film and things will get better. It is on the meh scale of Green Lantern. It was semi-enjoyable but should have been more. George Lopez as Uncle Rudy was the highlight of the film with his crazy ideas and inventions as well as his mixed up sayings like, ""We'll burn the bridge when we come to it.""<br><br>Guide: 1 1/2 F words I caught. No sex or nudity.",5
" What a horrible director and story line
",Where to start I have a headache the story was horrible two much distractions with family involved there was no reason to have Spanish speaking and I speak both language people I know where confused with words they didn't understand the movie was more about family then a superhero movie the director gave me a headache he did the superhero wrong I hate the family involvement and blue beetle was a teenager not a older guy I wish Warner bros needs to be revamp again they shouldn't make a sequel it's doom if they do don't bother with a sequel I'm very frustrated I'm a DC fan and they keep hiring morons.,3
" If you have 2hours to kill
","This movie is nothing more than a time filler.<br><br>The movie is so unoriginal, taking hits from other super hero movies and badly bashing them together.<br><br>The acting is far from great, special effects are average at best, and the writing/dialogue are weak is very poor.<br><br>The movie plays into Hispanic stereotypes which is a real shame as hinders both equality reflected in Hollywood and also makes the movie worse.<br><br>And who the hell thought about the casting:
<ul><li>George Lopez as as a good idea. Stop giving this guy work, he's not funny and can't act.</li></ul><br><br><ul><li>I assume Susan Sarandon is the n need of the money, why else would she be part of this considering what she has delivered before.</li></ul>",4
" Omg this is not good
","You would hope that after the Flash someone at WB/DC would think hey we losing a pile of money on our superhero movies perhaps we should stop making them. But NO not at WB/DC somehow Managers and directors producers and writer are allowed to F up there without consequences.<br><br>Ok were to start the acting is somewhat funny, sadly the movie doesn't take itself serieus what makes even the useful dialog questionable at least. The jokes are I'll timed, the story is told in a way a 10 year old should even get it, what shouldn't be your target for a widely unknown superhero.<br><br>After an hour I could look anymore, gets to insane the whole latin Brady bunch family have to safe our hero who got a bad ass suit but refuses to use it. Like come on cliche and lame AF.<br><br>Long story short someone should squash that Beatle and put it out of its misery quick!",4
" Disappointing
","After 38 min of watching this movie , i hated it , i hated actors , it is not a movie
They just playing acting , not worth to watch , bad story , acting sense of humor is over , this movie should be deleted from WB database , where is the movie here , i felt sleep after half hour of watching thank god iam not watching it at cinema , i was be regret to the money i spent , worst hero movie ever ,<br><br>Why WB made a movie like this
Who is the decision maker her for this messery.<br><br>Failure after failure
Shutdown the whole super hero movies project WB please.<br><br>Try producing cartoons instead.<br><br>Sure it will be more fun.",1
" Finally DC got something right
",Over the years DC has dropped the ball on so many flimsy and I don't know if that is because WB gets involved or if there are too many hands in the pot but FINALLY they got one right. Blue bettle is superbly done. Amazing visuals and the cast has so much chemistry. Xolo does an outstanding job in the lead role and you would think the kid has been in dozens of movies. The poly is straight forward and easy enough to follow or at least connect the dots. The light hoarded comedy glades back to other films but so many jokes stand on it own so there is no comparison. This is the flim DC got right since Aquaman. This is the film James Gunn should center around. A simply amazing movie even if you are not familiar with Blue Bettle you can still walk in and pick up the story and character but for the hardcore fans there are plenty of throwback references to catch throughout the film. Overall the rating should be a lot higher as this is a great family movie.,9
" Terrible....don't waste your time
","This is some strange sort of comedy vehicle for George Lopez. It's horrible, really, annoying and pointless. We've seen it done before only a lot better. It's Spider-Man but Beetle -Man. Blue instead of Red. But I cannot stress enough how George Lopez ruins the movie, it's like he hijacks it. But that's not it, it's not an interesting story, the characters are forgettable and like The Flash before it, it's boring. You don't care what happens as you know it's all going to work itself out after a big chase. The wrongs will be righted and we will all go home thinking how we've wasted our money on yet another badly made DC Movie.",1
" Could have been better, could have been worse
","So many superhero movies have been made over the last couple of years that it gets harder and harder to find something new, something fresh - or even something close to the better movies of this genre of the last 15 years.<br><br>Blue Beetle does not impress in that regard but it is just another forgetable albeit nice enough movie. It could have been more but apart from the fact that the story is simply too predictable they decided to try to be funny but often fail, portrayed the family in a very stereotypical and over the top way and often in these situations it is a bit cringeworthy.<br><br>The movie is likeable as are its heroes and we made it through but it is unlikely I would watch it again.",6
" Cliché after cliché
","I was excited to watch the movie after I saw the trailer. It promised to be good. Then...is this trying to be an homage to Mexican Americans? Trying to be do for Latino's what others did for the Asian community? It looks the movie is written by Chatgpt, with too much over the top Mexican clichés. I'm not Mexican but I'm what people like to classify as Latino based on my place of birth, and I felt that this movie tries to put all Latino's clichés on the same box. Everything is predictable, and the story is just childish. I could give it 1 for rating, but I don't want to be too mean. Susan Sarandon is the white token on this movie, which I also feel bad for having such a great actress doing such a bad role. I feel that, if the writers were not so focused on trying to make the film so Mexican American, the movie could have gone on a different and better direction. It doesn't connect the dots. Here is the take away of the movie: Mexican American are hard workers who are treated as secondary citizens, no matter how well educated they are. Family is the most important thing to them, they always have a crazy uncle that does stupid things but they are always there for the family. Oh, granny's are bad ass when it comes to protecting the family. Bottom line, its a movie for American Mexicans. The question is, do they feel it's a good movie for them? The FXs are great though...",4
" It's not bad, it's worthless.
","A mixture of Shazam, Venom, Iron Man and Taika Waititi jokes. Trying to copy all the good elements from other Superhero movies, doesn't make it a good movie (as illustrated). The cast is peeked just because their heritage and they also fail at getting anywhere near in being funny, because they try too hard. Comedy is natural and even adding George Lopez to the mix, can't save this disaster of bad jokes. They are not even bad enough to be considered funny. Other than that, photography is a copy from the Iron Man usages of light and cameras, music is mediocre and the scenario plot is at least plagiarized from other scenarios.",3
" Enjoyable but derivative and predictable
","Susan Sarandon is the latest big name to get a turn at playing an unconvincing baddie. Though I am a fan generally.<br><br>Seen a story similar to this lots of times. You could more or less plot the whole story after the first 10 minutes, the character traits and even the twist.<br><br>It was frustrating that there wasn't more information on the Beetle and its powers. It was sort of a given that it could do lots of fancy stuff without really explaining to us what it can do.<br><br>It is, of course, extremely far fetched not even close to realistic. Its CGI heavy, but also a little slower moving than I expected, and maybe less superhero stuff and more talking than usual.<br><br>There are two end credit scenes - surprises me that most people still walk out at the first ""end"" - even though the lights have not come on.<br><br>Overall its enjoyable enough, if unoriginal, a little long and a bit silly.",6
" Wasted potential
","The movie had potential, but DC squandered it by targeting a child audience, with cliché jokes, dire direction and a message about family love that has already been seen and heard..<br><br>If you want to see it, I recommend watching it with low expectations, or not too high. At no point does the movie manage to grab you/excite you with its drama or action scenes, and that's a pretty big flaw. I don't usually like superhero movies and this one could have been the exception, but DC failed to deliver.<br><br>What is worthwhile is the soundtrack, and the idea of the superhero was very good, a pity that it was wasted in this way.",5
